bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,300000.0,68633.0,70633.0,74633.0,80563.0,87417.0,94417.0,102970.0,111649.0,121581.0,131670.0,143204.0,155660.0,169113.0,182670.0,198284.0,188195.0,203045.0,150690.0,141818.0,154163.0,167496.0,181896.0,195871.0,212541.0,230544.0,249988.0,270987.0,291320.0,315626.0,341876.0,370226.0,400844.0,213084.0,231131.0,250621.0,271671.0,294405.0,316803.0,343147.0,371599.0,402327.0,433230.0,293165.0,315781.0,341032.0,368418.0,398066.0,430031.0,464528.0,501795.0,540857.0,585126.0,369797.0,399492.0,429985.0,464551.0,502015.0,542417.0,586115.0,633285.0,682321.0,737907.0,406362.0,415283.0,443081.0,477857.0,517086.0,559453.0,593520.0,625632.0,675777.0,730221.0,786489.0,608003.0,639403.0,675164.0,476850.0,515998.0,558278.0,599266.0,633129.0,668905.0,714624.0,771842.0,833707.0,900532.0,766058.0,808862.0,851861.0,673698.0,702781.0,735686.0,461427.0,489775.0,521191.0,556490.0,589366.0,620035.0,654932.0,689726.0,729569.0,778434.0,837536.0,905296.0,725983.0,762643.0,534996.0,569894.0,615901.0,300000.0,300000.0,300000.0,300000.0,300000.0,61023.0,62023.0,65023.0,71225.0,76757.0,83898.0,91610.0,99939.0,108934.0,118649.0,129141.0,140472.0,152710.0,165927.0,180201.0,195617.0,212266.0,230247.0,249667.0,270640.0,292832.0,229159.0,247369.0,187531.0,203533.0,220816.0,239481.0,155615.0,169064.0,183589.0,197672.0,214486.0,232645.0,252257.0,273438.0,294069.0,318595.0,229694.0,249070.0,269996.0,290251.0,314471.0,340629.0,368879.0,399389.0,432340.0,464163.0,502296.0,543480.0,587958.0,635995.0,451257.0,482304.0,521039.0,560678.0,606532.0,656055.0,507938.0,549176.0,589223.0,621732.0,372344.0,397560.0,425299.0,455223.0,488991.0,527087.0,568025.0,614467.0,661903.0,715855.0,774123.0,834476.0,901638.0,974132.0,637098.0,674344.0,489348.0,510193.0,544177.0,583209.0,611413.0,643543.0,679762.0,730470.0,789201.0,852459.0,575879.0,597434.0,645864.0,696983.0,744436.0,804991.0,640569.0,673236.0,708592.0,744881.0,788063.0,659959.0,687307.0,725090.0,458404.0,473871.0,511928.0,552957.0,597046.0,644573.0,625698.0,639973.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,218.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,65.0,0.0,33.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0
timestamp,1541185404,1541185405,1541185406,1541185407,1541185408,1541185409,1541185410,1541185411,1541185412,1541185413,1541185414,1541185415,1541185416,1541185417,1541185418,1541185419,1541185420,1541185421,1541185422,1541185423,1541185424,1541185425,1541185426,1541185427,1541185428,1541185429,1541185430,1541185431,1541185432,1541185433,1541185434,1541185435,1541185436,1541185437,1541185438,1541185439,1541185440,1541185441,1541185442,1541185443,1541185444,1541185445,1541185446,1541185447,1541185448,1541185449,1541185450,1541185451,1541185452,1541185453,1541185454,1541185455,1541185456,1541185457,1541185458,1541185459,1541185460,1541185461,1541185462,1541185463,1541185464,1541185465,1541185466,1541185467,1541185468,1541185469,1541185470,1541185471,1541185472,1541185473,1541185474,1541185475,1541185476,1541185477,1541185478,1541185479,1541185480,1541185481,1541185482,1541185483,1541185484,1541185485,1541185486,1541185487,1541185488,1541185489,1541185490,1541185491,1541185492,1541185493,1541185494,1541185495,1541185496,1541185497,1541185498,1541185499,1541185500,1541185501,1541185502,1541185503,1541185504,1541185505,1541185506,1541185507,1541185508,1541185509,1541185510,1541185511,1541185512,1541185513,1541185514,1541185515,1541185402,1541185403,1541185404,1541185405,1541185406,1541185407,1541185408,1541185409,1541185410,1541185411,1541185412,1541185413,1541185414,1541185415,1541185416,1541185417,1541185418,1541185419,1541185420,1541185421,1541185422,1541185423,1541185424,1541185425,1541185426,1541185427,1541185428,1541185429,1541185430,1541185431,1541185432,1541185433,1541185434,1541185435,1541185436,1541185437,1541185438,1541185439,1541185440,1541185441,1541185442,1541185443,1541185444,1541185445,1541185446,1541185447,1541185448,1541185449,1541185450,1541185451,1541185452,1541185453,1541185454,1541185455,1541185456,1541185457,1541185458,1541185459,1541185460,1541185461,1541185462,1541185463,1541185464,1541185465,1541185466,1541185467,1541185468,1541185469,1541185470,1541185471,1541185472,1541185473,1541185474,1541185475,1541185476,1541185477,1541185478,1541185479,1541185480,1541185481,1541185482,1541185483,1541185484,1541185485,1541185486,1541185487,1541185488,1541185489,1541185490,1541185491,1541185492,1541185493,1541185494,1541185495,1541185496,1541185497,1541185498,1541185499,1541185500,1541185501,1541185502,1541185503,1541185504,1541185505,1541185506,1541185507,1541185508,1541185509,1541185510,1541185511,1541185512,1541185513,1541185514,1541185515
audio_bitsReceivedPerSecond,-1,-1,0.0,323596.8448729185,91702.32558139534,96712.71271271272,97604.79041916168,87071.07107107107,100971.02897102897,116364.36436436436,116507.49250749251,125880.0,142094.0940940941,146848.0,165429.14171656687,221784.0,173989.98998999,203635.63563563564,225758.24175824175,234168.0,250472.0,256256.0,288512.5125125125,280735.26473526476,317160.0,286048.0,262976.0,233046.95304695304,239127.12712712714,258648.0,237928.0,201848.0,203080.0,210533.46653346653,239430.8617234469,251508.4915084915,268044.04404404404,272063.93606393604,299296.0,330848.0,293744.0,314776.0,301440.0,293098.9010989011,341269.26926926925,360008.008008008,370277.72227772226,372212.2122122122,429082.91708291706,475379.3793793794,465446.5534465535,547824.0,599112.0,574392.0,659208.0,584064.0640640641,522429.57042957045,535312.0,610048.0,650336.0,644868.8688688689,548219.7802197802,596380.3803803804,592375.6243756243,537568.0,483112.0,462232.0,461248.0,505576.0,528312.3123123123,539524.4755244756,637936.0,648488.0,653864.0,779776.0,835096.0,845912.0,826845.1548451548,767935.9359359359,768816.0,690530.5305305305,630713.2867132868,562480.0,589312.0,633152.0,653021.0210210211,675692.3076923077,658290.2902902903,776799.2007992008,810618.6186186186,755476.5234765235,747168.0,678966.966966967,707484.5154845155,755016.0,789136.0,793678.3216783217,723979.9799799799,742953.0469530469,735719.7197197197,789520.0,846934.934934935,756451.5484515484,746784.0,716507.4925074925,474344.0,505025.025025025,546682.6826826826,594685.3146853147,625817.8178178178,764147.8521478522,659144.0,-1,-1,-1,-1,0.0,375944.05594405596,103382.29755178907,104852.87846481876,155432.0,113136.0,122520.0,132256.0,141952.0,145712.0,162770.77077077076,166121.8781218781,163456.0,197728.0,289465.46546546544,222937.06293706293,209368.0,213240.0,196160.0,264392.0,191664.0,189640.0,187808.0,200992.99299299298,229114.8851148851,235403.4034034034,267540.45954045956,274021.978021978,321985.98598598596,307968.0,380992.0,391344.0,335392.0,366920.0,275632.0,267608.0,284536.0,303016.0,334344.0,327576.0,386344.0,414696.0,373000.0,433736.0,392568.0,355088.0,372032.0,407136.0,433136.0,435064.0,504240.24024024024,555972.027972028,475352.0,553785.7857857858,477106.8931068931,445992.0,462280.0,497984.0,547856.0,560608.0,663408.0,671280.0,626384.0,659512.0,518176.0,455000.0,477480.0,526166.1661661662,554509.4905094905,592704.0,654224.0,681960.0,682848.0,818272.0,760976.0,686312.0,607656.0,642552.0,614552.0,623016.0,644952.0,653546.4535464535,668492.4924924925,740688.0,763880.0,818760.0,791608.0,916627.3726273726,862228.4569138277,866821.1788211789,816544.0,756056.0,682368.0,673360.0,515304.0,541040.0,570840.0,602712.0,643872.0,664320.0,719664.0,724976.0,787536.0,846056.0,883352.0,895136.0,707160.0,787144.0,659752.0,663696.0
audio_bitsSentPerSecond,-1,-1,0.0,344939.52673093777,99162.79069767441,95479.47947947947,163608.78243512975,100308.3083083083,123940.05994005995,134086.08608608608,152223.77622377622,138592.0,161129.12912912914,163864.0,164654.69061876248,195392.0,290954.95495495497,225025.02502502504,210461.53846153847,225648.0,197584.0,246904.0,191927.92792792793,189338.66133866133,190520.0,195432.0,230592.0,232623.37662337662,270894.8948948949,269016.0,318176.0,314440.0,375960.0,383072.92707292706,376016.03206412826,336879.1208791209,277629.6296296296,265838.1618381618,280528.0,304544.0,330968.0,333336.0,379472.0,409390.6093906094,409569.56956956955,392856.85685685684,403172.82717282715,353321.3213213213,367416.5834165834,408104.1041041041,431144.85514485516,444640.0,500136.0,540984.0,533904.0,498146.1461461462,494145.85414585413,437024.0,458032.0,497992.0,538586.5865865865,570973.0269730269,655679.6796796797,670793.2067932067,697672.0,601128.0,517016.0,452328.0,475080.0,525821.8218218219,540195.8041958042,609040.0,656496.0,659160.0,704640.0,793360.0,784840.0,671528.4715284716,693797.7977977978,576040.0,609481.4814814815,626245.7542457542,644944.0,638256.0,666744.0,738370.3703703703,771460.5394605395,820636.6366366367,783656.3436563436,897641.6416416416,879760.2397602397,874656.0,802306.3063063063,771500.4995004995,763384.0,607080.0,503120.8791208791,552744.7447447447,548419.5804195805,620188.1881881882,633000.0,666162.1621621621,725298.7012987013,726392.0,771564.4355644356,833224.0,894110.1101101101,895775.7757757758,785534.4655344655,717909.9099099099,657214.7852147853,679000.0,-1,-1,-1,-1,0.0,349178.8211788212,96000.0,114149.25373134328,85592.0,92440.0,105576.0,105296.0,125872.0,128224.0,142262.26226226226,143704.2957042957,168848.0,215904.0,177169.16916916918,201806.1938061938,234096.0,225064.0,261032.0,257504.0,288576.0,279112.0,321032.0,283099.0990990991,257334.66533466533,235067.06706706708,235316.6833166833,263576.42357642355,236548.54854854854,200064.0,203944.0,212016.0,239608.0,253272.0,268704.0,272968.0,298112.0,335488.0,291688.0,311952.0,304848.0,293696.0,343096.0,360120.0,369992.0,379488.0,427824.0,482424.0,463744.0,548112.0,607207.2072072072,572923.0769230769,663832.0,572644.6446446447,520967.032967033,546008.0,606536.0,656112.0,630728.0,543184.0,601968.0,591112.0,535584.0,485576.0,466984.0,466616.0,490208.0,530362.3623623623,542505.4945054945,646064.0,644160.0,669688.0,773880.0,833936.0,851136.0,866432.0,716400.0,772968.0,681504.0,631696.0,571528.0,574777.2227772227,639215.2152152152,649384.0,681128.0,688480.0,781088.0,811548.4515484516,744472.9458917836,721310.6893106893,710872.0,679160.0,754232.0,807552.0,788192.0,722256.0,735328.0,744488.0,780632.0,851464.0,749240.0,747808.0,724248.0,462064.0,506312.0,541120.0,596456.0,635688.0,760040.0,655640.0
audio_packetsSentPerSecond,-1,-1,0.0,88.51884312007012,70.93023255813954,66.06606606606607,72.85429141716567,69.06906906906907,73.92607392607393,76.07607607607608,78.92107892107892,81.0,85.08508508508508,87.0,85.82834331337325,95.0,110.11011011011011,110.11011011011011,112.88711288711289,119.0,108.0,115.0,120.12012012012012,123.87612387612387,126.0,131.0,133.0,131.86813186813185,133.13313313313313,132.0,135.0,132.0,134.0,131.86813186813185,133.26653306613227,131.86813186813185,131.13113113113113,131.86813186813185,133.0,132.0,132.0,136.0,136.0,131.86813186813185,133.13313313313313,131.13113113113113,131.86813186813185,132.13213213213214,133.86613386613388,133.13313313313313,133.86613386613388,137.0,139.0,146.0,145.0,142.14214214214215,145.85414585414586,133.0,135.0,137.0,151.15115115115114,157.84215784215783,174.17417417417417,176.82317682317682,183.0,162.0,145.0,133.0,141.0,143.14314314314313,150.84915084915085,164.0,173.0,175.0,186.0,193.0,193.0,186.8131868131868,183.1831831831832,156.0,163.16316316316318,167.83216783216784,170.0,178.0,181.0,188.18818818818818,193.80619380619382,193.1931931931932,186.8131868131868,194.19419419419418,193.80619380619382,192.0,192.19219219219218,192.80719280719282,192.0,160.0,136.86313686313687,142.14214214214215,148.85114885114885,171.17117117117118,175.0,181.1811811811812,187.8121878121878,190.0,191.80819180819182,193.0,194.19419419419418,194.19419419419418,190.8091908091908,182.18218218218217,173.82617382617383,175.0,-1,-1,-1,-1,0.0,88.91108891108891,66.85499058380414,68.23027718550107,66.0,69.0,74.0,75.0,78.0,81.0,80.08008008008008,83.91608391608392,86.0,97.0,97.09709709709709,111.8881118881119,123.0,118.0,133.0,134.0,130.0,135.0,133.0,131.13113113113113,130.86913086913086,129.12912912912913,131.86813186813185,132.86713286713288,130.13013013013014,122.0,129.0,130.0,130.0,133.0,133.0,132.0,131.0,132.0,132.0,134.0,132.0,133.0,132.0,133.0,132.0,136.0,134.0,142.0,139.0,146.0,171.17117117117118,157.84215784215783,176.0,150.15015015015015,136.86313686313687,155.0,163.0,173.0,166.0,140.0,161.0,165.0,150.0,137.0,133.0,138.0,138.0,149.14914914914914,149.85014985014985,179.0,176.0,178.0,188.0,194.0,195.0,198.0,189.0,190.0,177.0,169.0,157.0,152.84715284715284,176.17617617617617,180.0,191.0,180.0,188.0,191.80819180819182,187.374749498998,186.8131868131868,186.0,182.0,189.0,195.0,197.0,186.0,188.0,179.0,188.0,198.0,191.0,190.0,182.0,133.0,137.0,154.0,162.0,165.0,181.0,181.0
audio_googLocalAddress,-1,-1,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,-1,-1,-1,-1,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534
audio_googRemoteAddress,-1,-1,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,10.164.0.8:35534,-1,-1,-1,-1,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967,10.164.0.9:39967
audio_googRtt,-1,-1,78.0,48.0,48.0,48.0,36.0,36.0,36.0,27.0,27.0,20.0,20.0,20.0,15.0,15.0,11.0,11.0,11.0,8.0,8.0,6.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,36.0,36.0,28.0,28.0,28.0,21.0,21.0,16.0,16.0,16.0,14.0,14.0,11.0,11.0,11.0,8.0,8.0,6.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,33.0,33.0,25.0,-1,-1,-1,-1,3000.0,45.0,34.0,25.0,25.0,19.0,19.0,19.0,14.0,14.0,10.0,10.0,10.0,7.0,7.0,11.0,11.0,11.0,8.0,8.0,6.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,7.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,8.0,8.0,8.0,35.0,35.0,26.0,26.0,26.0,19.0,19.0,14.0,14.0,14.0,47.0,47.0,38.0,38.0,38.0,33.0,33.0,25.0,25.0,25.0,19.0,19.0,14.0,14.0,14.0,10.0,10.0,7.0,7.0,7.0,5.0,5.0
